-69.247319249,234.074078446,0.0
-69.247319249,195.061732038,0.0
-60.5734215365,131.684992572,0.0
-60.5734215365,109.73749381,0.0
-71.6948175399,218.706594081,0.0
-71.6948175399,182.255495068,0.0
-120.365198772,258.925656286,1.0
-120.365198772,215.771380239,1.0
-158.065472101,226.033129311,1.0
-158.065472101,188.360941092,1.0
-90.1665549534,168.949115345,0.0
-90.1665549534,140.790929454,0.0
-122.213329074,289.534277655,1.0
-122.213329074,241.278564712,1.0
-150.049491135,139.662040623,1.0
-150.049491135,116.385033853,1.0
-152.197573405,262.261709158,1.0
-152.197573405,218.551424298,1.0
-168.865639922,130.600179932,1.0
-168.865639922,108.833483277,1.0
-191.723110142,114.675834174,0.0
-191.723110142,95.5631951449,0.0
-150.027316779,91.8097897028,0.0
-150.027316779,76.5081580857,0.0
-164.614106748,229.445889907,1.0
-164.614106748,191.204908256,1.0
-138.729177519,293.156075886,1.0
-138.729177519,244.296729905,1.0
-79.0766782873,228.110432553,0.0
-79.0766782873,190.092027128,0.0
-107.942104297,267.622050413,1.0
-107.942104297,223.018375344,1.0
-138.140288126,158.221409191,1.0
-138.140288126,131.851174325,1.0
-135.893710954,140.03572232,0.0
-135.893710954,116.696435267,0.0
-141.32301911,278.781413681,1.0
-141.32301911,232.317844734,1.0
-153.957567455,142.727890949,1.0
-153.957567455,118.939909124,1.0
-134.744055091,128.515314961,0.0
-134.744055091,107.096095801,0.0
-179.353551501,197.398097782,1.0
-179.353551501,164.498414819,1.0
-101.06957658,146.567434583,0.0
-101.06957658,122.139528819,0.0
-68.4241219557,132.628585796,0.0
-68.4241219557,110.523821497,0.0
-155.848182909,206.91707998,1.0
-155.848182909,172.430899983,1.0
-124.54202734,209.863373863,1.0
-124.54202734,174.886144886,1.0
-160.380361502,134.464886797,1.0
-160.380361502,112.05407233,1.0
-186.228777595,116.402011011,0.0
-186.228777595,97.0016758428,0.0
-123.660412046,150.768323677,0.0
-123.660412046,125.640269731,0.0
-77.5716075936,194.987042866,0.0
-77.5716075936,162.489202388,0.0
-122.758578895,218.42366194,1.0
-122.758578895,182.019718283,1.0
-170.809038788,171.155951929,1.0
-170.809038788,142.629959941,1.0
-104.215959464,189.382871306,0.0
-104.215959464,157.819059422,0.0
-104.090809537,208.298580361,1.0
-104.090809537,173.582150301,1.0
-80.4737874709,213.503244066,0.0
-80.4737874709,177.919370055,0.0
-109.270211108,156.641657642,0.0
-109.270211108,130.534714702,0.0
-67.8310002181,296.608307227,0.0
-67.8310002181,247.173589356,0.0
-128.35397775,242.72418176,1.0
-128.35397775,202.270151467,1.0
-149.578505919,124.720245685,0.0
-149.578505919,103.933538071,0.0
-68.3672800529,225.713161008,0.0
-68.3672800529,188.09430084,0.0
-167.804787325,168.924138648,1.0
-167.804787325,140.77011554,1.0
-103.095440538,140.56887079,0.0
-103.095440538,117.140725659,0.0
-188.886735538,196.706764817,1.0
-188.886735538,163.922304014,1.0
-164.737507514,121.854765479,0.0
-164.737507514,101.545637899,0.0
-102.095503543,137.468104373,0.0
-102.095503543,114.556753644,0.0
-124.445351522,156.182975845,0.0
-124.445351522,130.152479871,0.0
-154.386069852,211.374600005,1.0
-154.386069852,176.145500005,1.0
-195.54319856,260.18346699,1.0
-195.54319856,216.819555825,1.0
-124.146127593,290.306472372,1.0
-124.146127593,241.92206031,1.0
-183.129948996,266.088877636,1.0
-183.129948996,221.740731364,1.0
-159.889635881,222.489358051,1.0
-159.889635881,185.407798376,1.0
-198.545053859,182.997092995,1.0
-198.545053859,152.497577496,1.0
-181.093428228,130.17180542,1.0
-181.093428228,108.476504516,1.0
-69.0490277064,181.189027375,0.0
-69.0490277064,150.990856146,0.0
-100.572992238,149.41361644,0.0
-100.572992238,124.511347033,0.0
-99.1733544326,179.426852984,0.0
-99.1733544326,149.522377486,0.0
-195.29126792,206.584718173,1.0
-195.29126792,172.153931811,1.0
-65.1544003362,286.795642842,0.0
-65.1544003362,238.996369035,0.0
-148.497382734,209.47371368,1.0
-148.497382734,174.561428066,1.0
-143.592924117,235.360686735,1.0
-143.592924117,196.133905613,1.0
-150.791222931,257.27981002,1.0
-150.791222931,214.399841683,1.0
-70.5722256305,141.061541842,0.0
-70.5722256305,117.551284868,0.0
-112.507634994,117.784417532,0.0
-112.507634994,98.1536812765,0.0
-60.1176448934,148.778921602,0.0
-60.1176448934,123.982434668,0.0
-89.3365234496,199.350258437,0.0
-89.3365234496,166.125215364,0.0
-133.121788945,123.276294238,0.0
-133.121788945,102.730245198,0.0
-80.9151019675,292.605556467,1.0
-80.9151019675,243.837963723,1.0
-98.1451264382,155.649635462,0.0
-98.1451264382,129.708029552,0.0
-160.559148029,276.34818244,1.0
-160.559148029,230.290152034,1.0
-133.493437139,182.974182082,1.0
-133.493437139,152.478485069,1.0
-65.4456660812,129.921519193,0.0
-65.4456660812,108.267932661,0.0
-128.07864083,234.095064061,1.0
-128.07864083,195.07922005,1.0
-144.692988452,288.682778903,1.0
-144.692988452,240.568982419,1.0
-120.915771478,219.284994293,1.0
-120.915771478,182.737495244,1.0
-117.681912435,227.575344938,1.0
-117.681912435,189.646120782,1.0
-199.655715594,217.107755802,1.0
-199.655715594,180.923129835,1.0
-94.528538217,265.427594987,1.0
-94.528538217,221.189662489,1.0
-100.916319606,227.429578589,1.0
-100.916319606,189.524648825,1.0
-120.911112585,127.525228307,0.0
-120.911112585,106.271023589,0.0
-164.453323156,128.159635611,0.0
-164.453323156,106.799696343,0.0
-177.827792833,209.411366695,1.0
-177.827792833,174.509472246,1.0
-189.669013449,137.082920408,1.0
-189.669013449,114.235767006,1.0
-134.638514938,199.768059532,1.0
-134.638514938,166.473382944,1.0
-114.477412631,178.54284594,1.0
-114.477412631,148.78570495,1.0
-160.733512003,272.880443692,1.0
-160.733512003,227.400369744,1.0
-136.937043572,256.782921314,1.0
-136.937043572,213.985767761,1.0
-84.1509090769,236.534358004,0.0
-84.1509090769,197.111965004,0.0
-150.955404011,271.273616993,1.0
-150.955404011,226.061347494,1.0
-157.270848698,289.942281507,1.0
-157.270848698,241.618567922,1.0
-104.696007976,182.308515768,0.0
-104.696007976,151.92376314,0.0
-188.18866225,231.477315272,1.0
-188.18866225,192.897762727,1.0
-180.897101942,262.526375295,1.0
-180.897101942,218.771979412,1.0
-110.964322281,106.712110417,0.0
-110.964322281,88.9267586807,0.0
-148.985384837,254.535410548,1.0
-148.985384837,212.112842123,1.0
-179.691613414,136.074850833,1.0
-179.691613414,113.395709027,1.0
-166.97832549,145.140857392,1.0
-166.97832549,120.950714493,1.0
-84.52340162,261.311552821,1.0
-84.52340162,217.759627351,1.0
-198.63001761,206.326228416,1.0
-198.63001761,171.93852368,1.0
-110.68003512,194.795814021,1.0
-110.68003512,162.329845017,1.0
-149.551786002,268.589438685,1.0
-149.551786002,223.824532238,1.0
